date,ticker,close,return,market_return,abnormal_return,quake_count_1d,max_magnitude_1d,avg_magnitude_1d,avg_depth_1d,min_depth_1d,energy_sum_1d,energy_max_1d,quake_count_3d,max_magnitude_3d,energy_sum_3d,min_distance_tokyo_km,min_distance_osaka_km,min_distance_sendai_km,min_distance_fukushima_km,min_distance_major_city_km,days_since_last_quake,return_lag_1,return_lag_2,return_lag_3,return_lag_5,rolling_return_5,rolling_return_10,volatility_5,volatility_10,volatility_20,volume_change,target_return_next_day,target_abnormal_return_next_day,target_signal
2011-01-03,8766.T,1000.0123015335749,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.5248816570145,1373.1320137597975,1318.6152587715144,1255.769466930071,1113.9972315832895,,,,,,,,,,,,0.0029874553750846022,0.006702802694718346,2
2011-01-04,8766.T,1002.999793658942,0.0029874553750846022,-0.003715347319633744,0.006702802694718346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.5248816570145,1373.1320137597975,1318.6152587715144,1255.769466930071,1113.9972315832895,,,,,,0.0029874553750846022,0.0029874553750846022,,,,0.02818557435521596,-0.00274137855362222,-0.00314549905741901,1
2011-01-05,8766.T,1000.2501915353179,-0.00274137855362222,0.0004041205037967899,-0.00314549905741901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.5248816570145,1373.1320137597975,1318.6152587715144,1255.769466930071,1113.9972315832895,,0.0029874553750846022,,,,0.00012303841073119104,0.00012303841073119104,0.004050897319280164,0.004050897319280164,0.004050897319280164,-0.15241424937195358,-0.008905918387572598,-0.014395764945022593,0
2011-01-06,8766.T,991.3420449623504,-0.008905918387572598,0.0054898465574499955,-0.014395764945022593,1.0,7.210819904507515,7.210819904507515,71.69904329372112,71.69904329372112,65498274162.45171,65498274162.45171,1.0,7.210819904507515,65498274162.45171,895.7718533335175,703.6162053213208,874.3230681317966,857.686773761777,703.6162053213208,0.0,-0.00274137855362222,0.0029874553750846022,,,-0.0028866138553700718,-0.0028866138553700718,0.0059480168824761264,0.0059480168824761264,0.0059480168824761264,0.026937822276087653,-0.004546707851717069,0.009507616192914514,2
2011-01-07,8766.T,986.8347023027828,-0.004546707851717069,-0.014054324044631583,0.009507616192914514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.210819904507515,65498274162.45171,0.0,0.0,0.0,0.0,0.0,1.0,-0.008905918387572598,-0.00274137855362222,0.0029874553750846022,,-0.003301637354456821,-0.003301637354456821,0.004926957943328133,0.004926957943328133,0.004926957943328133,-0.7224755971197997,-0.009916465549964615,-0.02339191835908072,0
2011-01-10,8766.T,977.0487899738877,-0.009916465549964615,0.013475452809116106,-0.02339191835908072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.8307736320616925,557512500440.1473,0.0,0.0,0.0,0.0,0.0,2.0,-0.004546707851717069,-0.008905918387572598,-0.00274137855362222,,-0.00462460299355838,-0.00462460299355838,0.005192049339394813,0.005192049339394813,0.005192049339394813,-0.5219405065765794,0.000601436025974289,0.0042641787400844455,1
2011-01-11,8766.T,977.6364223153125,0.000601436025974289,-0.0036627427141101565,0.0042641787400844455,1.0,5.891548728616666,5.891548728616666,138.00873999934385,138.00873999934385,687579774.0402743,687579774.0402743,1.0,5.891548728616666,687579774.0402743,853.6461070222874,1144.5374122091819,547.2341230094698,613.2865793635489,547.2341230094698,0.0,-0.009916465549964615,-0.004546707851717069,-0.008905918387572598,0.0029874553750846022,-0.005101806863380442,-0.003753596490302935,0.0043605888057126245,0.005110559171602238,0.005110559171602238,7.480577255285647,0.013402152455545435,0.018173513212389913,2
2011-01-12,8766.T,990.7388546932764,0.013402152455545435,-0.004771360756844478,0.018173513212389913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.891548728616666,687579774.0402743,0.0,0.0,0.0,0.0,0.0,1.0,0.000601436025974289,-0.009916465549964615,-0.004546707851717069,-0.00274137855362222,-0.0018731006615469114,-0.0013027752123245964,0.009496856176022006,0.007988148748501085,0.007988148748501085,-0.830102164978188,-0.004922065185513302,0.003453675312746096,1
2011-01-13,8766.T,985.8623734686553,-0.004922065185513302,-0.008375740498259399,0.003453675312746096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.891548728616666,687579774.0402743,0.0,0.0,0.0,0.0,0.0,2.0,0.013402152455545435,0.000601436025974289,-0.009916465549964615,-0.008905918387572598,-0.0010763300211350524,-0.0017551864589731847,0.00890817814070282,0.00750547395467704,0.00750547395467704,-0.11095063216767265,-0.006204748998199561,-0.01365908518055825,0
2011-01-14,8766.T,979.745344894513,-0.006204748998199561,0.0074543361823586896,-0.01365908518055825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.004922065185513302,0.013402152455545435,0.000601436025974289,-0.004546707851717069,-0.0014079382504315508,-0.002249582296665004,0.009098487373934976,0.0071756858259497715,0.0071756858259497715,6.4176854328494475,0.004898420501852074,-0.0005014233667846035,1
